sample_id,data_path,Production_Quality,Production_Complexity,Content_Enjoyment,Content_Usefulness
audiomos2025-track2-music-musiccaps_iHYOaGNdweo,/your_path/musiccaps/iHYOaGNdweo.wav,4.6,4.4,5.1,4.7
audiomos2025-track2-music-musiccaps_ia6-da2KdI0,/your_path/musiccaps/ia6-da2KdI0.wav,5.9,7.3,4.5,3.5
audiomos2025-track2-music-musiccaps_icomsHXY8YA,/your_path/musiccaps/icomsHXY8YA.wav,4.2,6.0,4.9,4.7
audiomos2025-track2-music-musiccaps_j-TVVmVmygg,/your_path/musiccaps/j-TVVmVmygg.wav,6.0,4.6,7.4,6.2
audiomos2025-track2-music-musiccaps_j6O_U9EseKQ,/your_path/musiccaps/j6O_U9EseKQ.wav,5.2,5.2,3.7,4.8
audiomos2025-track2-music-musiccaps_j7AxC1RpjcE,/your_path/musiccaps/j7AxC1RpjcE.wav,4.2,4.3,3.0,4.3
audiomos2025-track2-music-musiccaps_jPBg5cR8XeA,/your_path/musiccaps/jPBg5cR8XeA.wav,4.5,5.9,5.9,4.6
audiomos2025-track2-music-musiccaps_jdEbwMS9xqo,/your_path/musiccaps/jdEbwMS9xqo.wav,3.2,6.4,2.5,2.8
audiomos2025-track2-music-musiccaps_ji5wvUUQjHY,/your_path/musiccaps/ji5wvUUQjHY.wav,6.5,3.1,6.2,6.4
audiomos2025-track2-music-musiccaps_jtRse-cDB18,/your_path/musiccaps/jtRse-cDB18.wav,4.6,6.3,4.8,4.1
audiomos2025-track2-music-musiccaps_k4ttuqKjiw0,/your_path/musiccaps/k4ttuqKjiw0.wav,7.6,6.5,6.8,7.0
audiomos2025-track2-music-musiccaps_kAE7Ceg4VgQ,/your_path/musiccaps/kAE7Ceg4VgQ.wav,5.1,7.1,5.8,4.9
audiomos2025-track2-music-musiccaps_kGo-dAQXtsA,/your_path/musiccaps/kGo-dAQXtsA.wav,5.6,2.8,5.6,5.3
audiomos2025-track2-music-musiccaps_kH-F9JzC7eE,/your_path/musiccaps/kH-F9JzC7eE.wav,6.2,4.0,6.1,5.1
audiomos2025-track2-music-musiccaps_kSKXtXXAD70,/your_path/musiccaps/kSKXtXXAD70.wav,4.4,5.9,2.5,3.2
audiomos2025-track2-music-musiccaps_kZBFQAQI7Pg,/your_path/musiccaps/kZBFQAQI7Pg.wav,3.8,6.2,3.8,3.4
audiomos2025-track2-music-musiccaps_kZPz8ExTzBk,/your_path/musiccaps/kZPz8ExTzBk.wav,6.1,4.5,4.7,5.6
audiomos2025-track2-music-musiccaps_kZYBpOwNGZU,/your_path/musiccaps/kZYBpOwNGZU.wav,6.9,5.5,6.7,6.8
audiomos2025-track2-music-musiccaps_kbAMGp-TKJo,/your_path/musiccaps/kbAMGp-TKJo.wav,3.4,6.5,3.8,3.4
audiomos2025-track2-music-musiccaps_kpsYSXR1wao,/your_path/musiccaps/kpsYSXR1wao.wav,4.5,5.2,4.8,4.3
audiomos2025-track2-music-musiccaps_ktTrTDQidsE,/your_path/musiccaps/ktTrTDQidsE.wav,4.7,4.1,6.7,5.1
audiomos2025-track2-music-musiccaps_kw2wPVxUgQY,/your_path/musiccaps/kw2wPVxUgQY.wav,6.0,6.7,6.2,6.1
audiomos2025-track2-music-musiccaps_l1coM570kVw,/your_path/musiccaps/l1coM570kVw.wav,6.9,7.3,6.5,6.3
audiomos2025-track2-music-musiccaps_lIBsL97sUmY,/your_path/musiccaps/lIBsL97sUmY.wav,4.6,4.4,5.3,4.3
audiomos2025-track2-music-musiccaps_lUp9WnLYetg,/your_path/musiccaps/lUp9WnLYetg.wav,5.9,4.5,4.2,5.1
audiomos2025-track2-music-musiccaps_m-eyGzf9Ux4,/your_path/musiccaps/m-eyGzf9Ux4.wav,4.3,5.9,5.7,3.8
audiomos2025-track2-music-musiccaps_m0FhT3UnXjA,/your_path/musiccaps/m0FhT3UnXjA.wav,6.7,5.1,5.2,5.8
audiomos2025-track2-music-musiccaps_m8poFnEbvW8,/your_path/musiccaps/m8poFnEbvW8.wav,4.6,6.9,4.3,4.0
audiomos2025-track2-music-musiccaps_mFcHGbnNtSQ,/your_path/musiccaps/mFcHGbnNtSQ.wav,5.8,6.7,6.9,5.8
audiomos2025-track2-music-musiccaps_mGU4ZRstxpY,/your_path/musiccaps/mGU4ZRstxpY.wav,8.0,7.6,8.3,8.2
audiomos2025-track2-music-musiccaps_mdOZIOc8SA4,/your_path/musiccaps/mdOZIOc8SA4.wav,7.6,4.3,7.4,7.5
audiomos2025-track2-music-musiccaps_mfZMcNmLxWM,/your_path/musiccaps/mfZMcNmLxWM.wav,4.9,4.1,6.3,5.3
audiomos2025-track2-music-musiccaps_mhqHHQ1gSvM,/your_path/musiccaps/mhqHHQ1gSvM.wav,3.4,6.3,1.9,2.8
audiomos2025-track2-music-musiccaps_mixc4NV5IBE,/your_path/musiccaps/mixc4NV5IBE.wav,7.6,5.1,7.2,7.8
audiomos2025-track2-music-musiccaps_muwIU0BHXE0,/your_path/musiccaps/muwIU0BHXE0.wav,4.3,5.8,5.4,4.5
audiomos2025-track2-music-musiccaps_n179cK8EubU,/your_path/musiccaps/n179cK8EubU.wav,6.1,4.4,5.2,5.6
audiomos2025-track2-music-musiccaps_n87PCgYm6mE,/your_path/musiccaps/n87PCgYm6mE.wav,7.4,4.0,5.9,6.8
audiomos2025-track2-music-musiccaps_nB2Lf5TTmBs,/your_path/musiccaps/nB2Lf5TTmBs.wav,6.4,3.6,6.5,7.1
audiomos2025-track2-music-musiccaps_nU7x170OvJ4,/your_path/musiccaps/nU7x170OvJ4.wav,5.3,6.7,7.1,6.7
audiomos2025-track2-music-musiccaps_naZE-MvNpaI,/your_path/musiccaps/naZE-MvNpaI.wav,3.0,7.4,3.6,2.9
audiomos2025-track2-music-musiccaps_ncMDKMEFhnM,/your_path/musiccaps/ncMDKMEFhnM.wav,3.8,6.2,4.1,3.2
audiomos2025-track2-music-musiccaps_nf3LGAL1LZc,/your_path/musiccaps/nf3LGAL1LZc.wav,3.7,5.3,2.7,3.7
audiomos2025-track2-music-musiccaps_nnS7TXfTHOE,/your_path/musiccaps/nnS7TXfTHOE.wav,4.2,5.5,3.8,4.3
audiomos2025-track2-music-musiccaps_nsxaoH9DjDo,/your_path/musiccaps/nsxaoH9DjDo.wav,6.7,4.2,4.1,5.8
audiomos2025-track2-music-musiccaps_oARFeTnImOg,/your_path/musiccaps/oARFeTnImOg.wav,4.9,4.2,5.3,4.0
audiomos2025-track2-music-musiccaps_oPiyXhxRGe4,/your_path/musiccaps/oPiyXhxRGe4.wav,4.6,7.1,4.3,4.6
audiomos2025-track2-music-musiccaps_oRUdvu3Qo-E,/your_path/musiccaps/oRUdvu3Qo-E.wav,7.3,6.6,7.2,6.6
audiomos2025-track2-music-musiccaps_oYEzy8gH6q8,/your_path/musiccaps/oYEzy8gH6q8.wav,6.2,3.9,4.9,5.9
audiomos2025-track2-music-musiccaps_odzi_VK8m3k,/your_path/musiccaps/odzi_VK8m3k.wav,4.8,5.2,3.3,3.2
audiomos2025-track2-music-musiccaps_oh5XmtSAOuM,/your_path/musiccaps/oh5XmtSAOuM.wav,6.7,7.4,7.8,7.3
audiomos2025-track2-music-musiccaps_ovomUNSo_uo,/your_path/musiccaps/ovomUNSo_uo.wav,4.2,6.4,5.6,4.7
audiomos2025-track2-music-musiccaps_p2NPfU5QARc,/your_path/musiccaps/p2NPfU5QARc.wav,4.6,3.0,3.0,4.1
audiomos2025-track2-music-musiccaps_pHzjKCj9INw,/your_path/musiccaps/pHzjKCj9INw.wav,6.1,3.4,4.7,6.1
audiomos2025-track2-music-musiccaps_pSzTPGlNa5U,/your_path/musiccaps/pSzTPGlNa5U.wav,5.1,4.5,6.9,6.2
audiomos2025-track2-music-musiccaps_pVfV09CDmus,/your_path/musiccaps/pVfV09CDmus.wav,6.2,2.7,3.6,5.6
audiomos2025-track2-music-musiccaps_piY4mt4F9xg,/your_path/musiccaps/piY4mt4F9xg.wav,5.7,5.9,6.8,5.9
audiomos2025-track2-music-musiccaps_qBe_D8Gg5lA,/your_path/musiccaps/qBe_D8Gg5lA.wav,3.6,6.2,3.2,3.3
audiomos2025-track2-music-musiccaps_qKOsbyT8GCU,/your_path/musiccaps/qKOsbyT8GCU.wav,4.5,5.7,5.6,4.8
audiomos2025-track2-music-musiccaps_qVT6GX1KHUY,/your_path/musiccaps/qVT6GX1KHUY.wav,6.0,5.3,6.5,6.6
audiomos2025-track2-music-musiccaps_qW4kBJsudLI,/your_path/musiccaps/qW4kBJsudLI.wav,5.1,6.1,5.9,5.1
audiomos2025-track2-music-musiccaps_qXgSlhWbWLU,/your_path/musiccaps/qXgSlhWbWLU.wav,4.0,6.8,5.2,3.6
audiomos2025-track2-music-musiccaps_qh-4EDX4agQ,/your_path/musiccaps/qh-4EDX4agQ.wav,6.0,3.9,4.4,4.8
audiomos2025-track2-music-musiccaps_qie2k2gZ7wA,/your_path/musiccaps/qie2k2gZ7wA.wav,4.3,7.2,4.4,4.3
audiomos2025-track2-music-musiccaps_qm8sJxsZ5VY,/your_path/musiccaps/qm8sJxsZ5VY.wav,7.6,5.7,7.0,7.8
audiomos2025-track2-music-musiccaps_qpt3umHYfmY,/your_path/musiccaps/qpt3umHYfmY.wav,8.5,7.3,8.0,8.0
audiomos2025-track2-music-musiccaps_r4JRDHYukZ4,/your_path/musiccaps/r4JRDHYukZ4.wav,6.5,6.0,6.6,6.0
audiomos2025-track2-music-musiccaps_r8B3-yBc-4U,/your_path/musiccaps/r8B3-yBc-4U.wav,4.7,6.3,4.3,4.1
audiomos2025-track2-music-musiccaps_rLBGxAj9D14,/your_path/musiccaps/rLBGxAj9D14.wav,8.2,6.5,7.3,8.4
audiomos2025-track2-music-musiccaps_rPAB0ymJGco,/your_path/musiccaps/rPAB0ymJGco.wav,6.8,7.1,4.8,5.5
audiomos2025-track2-music-musiccaps_rTBQmP6Vt0g,/your_path/musiccaps/rTBQmP6Vt0g.wav,3.7,6.7,4.4,4.0
audiomos2025-track2-music-musiccaps_rh0vBy1JD8A,/your_path/musiccaps/rh0vBy1JD8A.wav,5.4,5.5,5.9,5.7
audiomos2025-track2-music-musiccaps_rsvHQCTgHvg,/your_path/musiccaps/rsvHQCTgHvg.wav,6.5,6.2,6.9,6.8
audiomos2025-track2-music-musiccaps_s1eMgmzCMDM,/your_path/musiccaps/s1eMgmzCMDM.wav,3.4,5.0,2.0,3.2
audiomos2025-track2-music-musiccaps_s6U8DtBK3Us,/your_path/musiccaps/s6U8DtBK3Us.wav,5.5,7.3,7.8,6.4
audiomos2025-track2-music-musiccaps_sDoV3sMgDhE,/your_path/musiccaps/sDoV3sMgDhE.wav,5.6,2.2,3.9,5.5
audiomos2025-track2-music-musiccaps_sH_nDqYVq5E,/your_path/musiccaps/sH_nDqYVq5E.wav,6.0,6.8,6.0,6.1
audiomos2025-track2-music-musiccaps_sOSU7p9pLjs,/your_path/musiccaps/sOSU7p9pLjs.wav,5.2,6.9,5.6,3.6
audiomos2025-track2-music-musiccaps_sOyHkcK_lOA,/your_path/musiccaps/sOyHkcK_lOA.wav,5.7,7.5,6.4,4.8
audiomos2025-track2-music-musiccaps_sTcaIARuemA,/your_path/musiccaps/sTcaIARuemA.wav,3.9,6.7,3.3,3.1
audiomos2025-track2-music-musiccaps_sUh43prJYMM,/your_path/musiccaps/sUh43prJYMM.wav,5.2,6.1,5.2,5.3
audiomos2025-track2-music-musiccaps_sZQ4TeLueSs,/your_path/musiccaps/sZQ4TeLueSs.wav,5.5,6.9,5.5,4.3
audiomos2025-track2-music-musiccaps_snYtQd1S12s,/your_path/musiccaps/snYtQd1S12s.wav,5.5,5.7,4.1,4.2
audiomos2025-track2-music-musiccaps_spyBrs3relU,/your_path/musiccaps/spyBrs3relU.wav,5.5,5.4,5.9,5.2
audiomos2025-track2-music-musiccaps_tFVvupXoRoM,/your_path/musiccaps/tFVvupXoRoM.wav,5.1,3.0,5.8,5.5
audiomos2025-track2-music-musiccaps_tJWduBZRJkE,/your_path/musiccaps/tJWduBZRJkE.wav,3.6,6.1,3.2,3.7
audiomos2025-track2-music-musiccaps_tRA-5inwlMI,/your_path/musiccaps/tRA-5inwlMI.wav,4.2,5.8,5.1,4.3
audiomos2025-track2-music-musiccaps_tYq21a42Mvg,/your_path/musiccaps/tYq21a42Mvg.wav,2.4,3.6,1.2,2.3
audiomos2025-track2-music-musiccaps_tw0BGErgupk,/your_path/musiccaps/tw0BGErgupk.wav,4.9,6.2,4.7,4.7
audiomos2025-track2-music-musiccaps_tw8-TlQBcBA,/your_path/musiccaps/tw8-TlQBcBA.wav,6.8,6.2,6.6,6.8
audiomos2025-track2-music-musiccaps_uwPeQy7ZtGo,/your_path/musiccaps/uwPeQy7ZtGo.wav,5.2,4.2,5.7,5.1
audiomos2025-track2-music-musiccaps_vrxT5jhqu0Q,/your_path/musiccaps/vrxT5jhqu0Q.wav,4.4,4.2,4.5,4.8
audiomos2025-track2-music-musiccaps_vyNstX5b1V8,/your_path/musiccaps/vyNstX5b1V8.wav,6.7,3.7,7.0,7.1
audiomos2025-track2-music-musiccaps_wDpz90boBzU,/your_path/musiccaps/wDpz90boBzU.wav,5.2,7.0,5.6,4.5
audiomos2025-track2-music-musiccaps_wL4HaT8rEVU,/your_path/musiccaps/wL4HaT8rEVU.wav,6.0,5.7,5.1,5.6
audiomos2025-track2-music-musiccaps_wLQiZ-0VW4c,/your_path/musiccaps/wLQiZ-0VW4c.wav,5.0,5.0,4.6,4.7
audiomos2025-track2-music-musiccaps_wMHBhCVv--g,/your_path/musiccaps/wMHBhCVv--g.wav,7.8,7.5,6.6,7.4
audiomos2025-track2-music-musiccaps_woVby8SBWDI,/your_path/musiccaps/woVby8SBWDI.wav,3.6,5.6,3.9,3.3
audiomos2025-track2-music-musiccaps_wsJ5ZLKiPzs,/your_path/musiccaps/wsJ5ZLKiPzs.wav,5.1,7.4,5.2,4.3
audiomos2025-track2-music-musiccaps_wwHi10qX8u8,/your_path/musiccaps/wwHi10qX8u8.wav,8.1,6.6,7.5,8.3
audiomos2025-track2-music-musiccaps_x-ob6_6f4jQ,/your_path/musiccaps/x-ob6_6f4jQ.wav,7.2,5.8,6.7,7.1
audiomos2025-track2-music-musiccaps_x9xXU30ktcY,/your_path/musiccaps/x9xXU30ktcY.wav,5.4,4.8,4.5,4.4
audiomos2025-track2-music-musiccaps_xKrdOZAp2w0,/your_path/musiccaps/xKrdOZAp2w0.wav,7.6,5.6,7.3,7.4
audiomos2025-track2-music-musiccaps_xsLJe043ar4,/your_path/musiccaps/xsLJe043ar4.wav,7.8,6.3,7.6,8.1
audiomos2025-track2-music-musiccaps_xtllXrdFAFQ,/your_path/musiccaps/xtllXrdFAFQ.wav,8.1,6.2,8.0,8.0
audiomos2025-track2-music-musiccaps_xx3nnVzGXa0,/your_path/musiccaps/xx3nnVzGXa0.wav,4.8,5.5,5.1,5.2
audiomos2025-track2-music-musiccaps_xzgnLpKkvdg,/your_path/musiccaps/xzgnLpKkvdg.wav,5.5,5.8,5.1,5.0
audiomos2025-track2-music-musiccaps_y4vtzCAPv84,/your_path/musiccaps/y4vtzCAPv84.wav,7.0,3.2,5.2,6.9
audiomos2025-track2-music-musiccaps_y8gB3-yw3tE,/your_path/musiccaps/y8gB3-yw3tE.wav,5.8,4.2,4.0,4.4
audiomos2025-track2-music-musiccaps_yFh6J72KnCM,/your_path/musiccaps/yFh6J72KnCM.wav,5.4,7.4,6.5,5.2
audiomos2025-track2-music-musiccaps_yPzhMx3NPW4,/your_path/musiccaps/yPzhMx3NPW4.wav,7.7,6.9,7.0,7.4
audiomos2025-track2-music-musiccaps_ye6O_T8YuHQ,/your_path/musiccaps/ye6O_T8YuHQ.wav,5.4,6.0,5.6,5.4
audiomos2025-track2-music-musiccaps_yhS-6Y8ToR8,/your_path/musiccaps/yhS-6Y8ToR8.wav,8.1,6.5,6.5,7.7
audiomos2025-track2-music-musiccaps_ykkVTInYctY,/your_path/musiccaps/ykkVTInYctY.wav,4.9,7.2,3.9,3.8
audiomos2025-track2-music-musiccaps_ymGg5TA2YfM,/your_path/musiccaps/ymGg5TA2YfM.wav,6.1,6.6,7.2,6.9
audiomos2025-track2-music-musiccaps_zCGGb7Eh_f4,/your_path/musiccaps/zCGGb7Eh_f4.wav,6.4,7.0,4.6,4.5
audiomos2025-track2-music-musiccaps_zGBKakEGSyc,/your_path/musiccaps/zGBKakEGSyc.wav,8.8,8.0,8.3,7.9
audiomos2025-track2-music-musiccaps_zGONTDY_rNM,/your_path/musiccaps/zGONTDY_rNM.wav,8.6,5.5,8.2,8.1
audiomos2025-track2-music-musiccaps_zNAHQYshxZk,/your_path/musiccaps/zNAHQYshxZk.wav,6.2,5.3,4.9,5.5
audiomos2025-track2-music-musiccaps_zR4ebAuqy8w,/your_path/musiccaps/zR4ebAuqy8w.wav,4.3,5.3,4.3,3.6
audiomos2025-track2-music-musiccaps_zRixZ7mWwho,/your_path/musiccaps/zRixZ7mWwho.wav,6.3,2.5,5.7,6.3
audiomos2025-track2-music-musiccaps_zWJC_qr2610,/your_path/musiccaps/zWJC_qr2610.wav,5.3,6.0,5.9,5.8
audiomos2025-track2-music-musiccaps_zXxJymYt8Z4,/your_path/musiccaps/zXxJymYt8Z4.wav,4.9,6.3,4.6,3.8
audiomos2025-track2-music-musiccaps_z_aUtjxgCNk,/your_path/musiccaps/z_aUtjxgCNk.wav,5.2,6.9,6.5,5.9
audiomos2025-track2-music-musiccaps_zayC5mUo7sY,/your_path/musiccaps/zayC5mUo7sY.wav,4.7,6.3,5.3,4.2
audiomos2025-track2-music-musiccaps_zdtVT2xwrHU,/your_path/musiccaps/zdtVT2xwrHU.wav,4.7,6.9,6.1,4.5
audiomos2025-track2-music-musiccaps_zfkPKRn8ah8,/your_path/musiccaps/zfkPKRn8ah8.wav,7.2,5.2,7.0,6.7
audiomos2025-track2-music-musiccaps_zjsWFvUkh7M,/your_path/musiccaps/zjsWFvUkh7M.wav,3.5,6.6,4.1,2.8
audiomos2025-track2-music-musiccaps_zrb76mJOZQQ,/your_path/musiccaps/zrb76mJOZQQ.wav,5.3,4.1,4.0,4.8
audiomos2025-track2-speech-EARS_p001_emo_contentment_sentences,/your_path/EARS/p001/emo_contentment_sentences.wav,7.1,1.0,6.0,6.5
audiomos2025-track2-speech-EARS_p002_emo_cuteness_sentences,/your_path/EARS/p002/emo_cuteness_sentences.wav,7.5,1.6,7.2,7.6
audiomos2025-track2-speech-EARS_p002_emo_extasy_sentences,/your_path/EARS/p002/emo_extasy_sentences.wav,7.7,1.4,6.6,6.9
audiomos2025-track2-speech-EARS_p003_emo_contentment_sentences,/your_path/EARS/p003/emo_contentment_sentences.wav,7.3,1.1,5.8,6.9
audiomos2025-track2-speech-EARS_p004_emo_amusement_freeform,/your_path/EARS/p004/emo_amusement_freeform.wav,6.9,1.9,6.7,6.9
audiomos2025-track2-speech-EARS_p004_emo_contentment_sentences,/your_path/EARS/p004/emo_contentment_sentences.wav,7.4,1.0,6.3,6.6
audiomos2025-track2-speech-EARS_p005_emo_amusement_freeform,/your_path/EARS/p005/emo_amusement_freeform.wav,7.1,1.3,6.2,6.5
audiomos2025-track2-speech-EARS_p006_emo_cuteness_sentences,/your_path/EARS/p006/emo_cuteness_sentences.wav,7.2,1.5,7.2,7.4
audiomos2025-track2-speech-EARS_p007_emo_neutral_sentences,/your_path/EARS/p007/emo_neutral_sentences.wav,7.6,1.3,6.3,6.6
audiomos2025-track2-speech-EARS_p008_emo_confusion_sentences,/your_path/EARS/p008/emo_confusion_sentences.wav,8.0,1.0,6.9,8.0
audiomos2025-track2-speech-EARS_p009_emo_guilt_sentences,/your_path/EARS/p009/emo_guilt_sentences.wav,6.6,1.0,6.5,7.0
audiomos2025-track2-speech-EARS_p010_sentences_01_fast,/your_path/EARS/p010/sentences_01_fast.wav,7.0,1.3,5.8,6.3
audiomos2025-track2-speech-EARS_p011_emo_contentment_sentences,/your_path/EARS/p011/emo_contentment_sentences.wav,7.1,1.5,6.6,6.7
audiomos2025-track2-speech-EARS_p012_sentences_08_slow,/your_path/EARS/p012/sentences_08_slow.wav,6.3,1.3,4.9,4.9
audiomos2025-track2-speech-EARS_p013_emo_amazement_sentences,/your_path/EARS/p013/emo_amazement_sentences.wav,7.4,1.3,7.1,7.3
audiomos2025-track2-speech-EARS_p013_emo_serenity_sentences,/your_path/EARS/p013/emo_serenity_sentences.wav,6.5,1.5,6.5,6.3
audiomos2025-track2-speech-EARS_p014_emo_guilt_sentences,/your_path/EARS/p014/emo_guilt_sentences.wav,6.2,1.2,5.1,5.3
audiomos2025-track2-speech-EARS_p015_emo_confusion_sentences,/your_path/EARS/p015/emo_confusion_sentences.wav,7.5,1.7,7.2,7.4
audiomos2025-track2-speech-EARS_p015_emo_guilt_sentences,/your_path/EARS/p015/emo_guilt_sentences.wav,7.6,1.5,6.5,7.6
audiomos2025-track2-speech-EARS_p016_sentences_09_fast,/your_path/EARS/p016/sentences_09_fast.wav,7.3,1.0,5.9,6.6
audiomos2025-track2-speech-EARS_p017_sentences_01_slow,/your_path/EARS/p017/sentences_01_slow.wav,7.4,1.3,5.2,5.8
audiomos2025-track2-speech-EARS_p018_emo_fear_sentences,/your_path/EARS/p018/emo_fear_sentences.wav,8.0,1.3,7.1,7.5
audiomos2025-track2-speech-EARS_p018_emo_pain_sentences,/your_path/EARS/p018/emo_pain_sentences.wav,7.7,1.5,7.1,7.5
audiomos2025-track2-speech-EARS_p019_emo_cuteness_sentences,/your_path/EARS/p019/emo_cuteness_sentences.wav,7.9,1.9,7.2,8.1
audiomos2025-track2-speech-EARS_p019_sentences_08_slow,/your_path/EARS/p019/sentences_08_slow.wav,7.6,1.1,5.8,6.8
audiomos2025-track2-speech-EARS_p020_emo_neutral_sentences,/your_path/EARS/p020/emo_neutral_sentences.wav,7.1,1.3,5.7,6.3
audiomos2025-track2-speech-EARS_p021_sentences_15_regular,/your_path/EARS/p021/sentences_15_regular.wav,7.4,1.5,6.1,6.6
audiomos2025-track2-speech-EARS_p022_emo_confusion_sentences,/your_path/EARS/p022/emo_confusion_sentences.wav,8.0,1.3,6.7,7.3
audiomos2025-track2-speech-EARS_p023_emo_sadness_freeform,/your_path/EARS/p023/emo_sadness_freeform.wav,6.8,1.5,5.6,6.1
audiomos2025-track2-speech-EARS_p024_emo_realization_freeform,/your_path/EARS/p024/emo_realization_freeform.wav,8.1,1.3,7.1,7.9
audiomos2025-track2-speech-EARS_p025_emo_cuteness_sentences,/your_path/EARS/p025/emo_cuteness_sentences.wav,6.4,0.9,5.4,5.8
audiomos2025-track2-speech-EARS_p026_emo_cuteness_sentences,/your_path/EARS/p026/emo_cuteness_sentences.wav,7.9,1.3,6.9,6.9
audiomos2025-track2-speech-EARS_p027_emo_adoration_freeform,/your_path/EARS/p027/emo_adoration_freeform.wav,6.0,1.2,4.8,5.4
audiomos2025-track2-speech-EARS_p027_sentences_01_fast,/your_path/EARS/p027/sentences_01_fast.wav,6.3,1.3,5.6,5.9
audiomos2025-track2-speech-EARS_p029_emo_extasy_sentences,/your_path/EARS/p029/emo_extasy_sentences.wav,7.6,1.5,6.6,7.2
audiomos2025-track2-speech-EARS_p030_emo_amazement_sentences,/your_path/EARS/p030/emo_amazement_sentences.wav,7.0,1.3,5.6,6.7
audiomos2025-track2-speech-EARS_p031_emo_interest_sentences,/your_path/EARS/p031/emo_interest_sentences.wav,7.4,1.0,6.7,7.3
audiomos2025-track2-speech-EARS_p032_emo_cuteness_freeform,/your_path/EARS/p032/emo_cuteness_freeform.wav,7.9,1.3,7.6,7.4
audiomos2025-track2-speech-EARS_p032_emo_neutral_sentences,/your_path/EARS/p032/emo_neutral_sentences.wav,8.1,1.5,7.0,7.8
audiomos2025-track2-speech-EARS_p033_emo_confusion_sentences,/your_path/EARS/p033/emo_confusion_sentences.wav,7.7,1.6,7.1,7.6
audiomos2025-track2-speech-EARS_p034_emo_contentment_sentences,/your_path/EARS/p034/emo_contentment_sentences.wav,6.3,1.0,5.1,5.2
audiomos2025-track2-speech-EARS_p035_emo_neutral_sentences,/your_path/EARS/p035/emo_neutral_sentences.wav,7.5,1.0,6.6,6.7
audiomos2025-track2-speech-EARS_p037_emo_disappointment_freeform,/your_path/EARS/p037/emo_disappointment_freeform.wav,7.9,1.4,6.9,7.5
audiomos2025-track2-speech-EARS_p038_rainbow_07_lowpitch,/your_path/EARS/p038/rainbow_07_lowpitch.wav,7.0,1.0,5.0,6.4
audiomos2025-track2-speech-EARS_p039_sentences_01_fast,/your_path/EARS/p039/sentences_01_fast.wav,7.2,1.7,5.7,6.4
audiomos2025-track2-speech-EARS_p040_sentences_07_slow,/your_path/EARS/p040/sentences_07_slow.wav,7.0,1.6,5.4,6.2
audiomos2025-track2-speech-EARS_p041_emo_neutral_sentences,/your_path/EARS/p041/emo_neutral_sentences.wav,7.1,1.4,5.9,6.6
audiomos2025-track2-speech-EARS_p042_emo_contentment_sentences,/your_path/EARS/p042/emo_contentment_sentences.wav,6.7,1.4,5.5,6.9
audiomos2025-track2-speech-EARS_p042_emo_relief_freeform,/your_path/EARS/p042/emo_relief_freeform.wav,7.0,1.0,6.4,6.6
audiomos2025-track2-speech-EARS_p043_emo_cuteness_sentences,/your_path/EARS/p043/emo_cuteness_sentences.wav,7.2,1.6,7.2,7.5
audiomos2025-track2-speech-EARS_p043_emo_disgust_freeform,/your_path/EARS/p043/emo_disgust_freeform.wav,7.2,1.4,5.2,6.0
audiomos2025-track2-speech-EARS_p044_emo_contentment_sentences,/your_path/EARS/p044/emo_contentment_sentences.wav,7.6,1.2,6.6,7.3
audiomos2025-track2-speech-EARS_p045_emo_fear_sentences,/your_path/EARS/p045/emo_fear_sentences.wav,8.1,1.2,6.1,7.7
audiomos2025-track2-speech-EARS_p045_emo_serenity_sentences,/your_path/EARS/p045/emo_serenity_sentences.wav,7.5,1.3,7.2,7.4
audiomos2025-track2-speech-EARS_p046_emo_contentment_sentences,/your_path/EARS/p046/emo_contentment_sentences.wav,7.6,1.3,5.7,7.3
audiomos2025-track2-speech-EARS_p046_emo_desire_sentences,/your_path/EARS/p046/emo_desire_sentences.wav,7.9,1.0,6.7,7.3
audiomos2025-track2-speech-EARS_p047_emo_cuteness_sentences,/your_path/EARS/p047/emo_cuteness_sentences.wav,6.7,1.3,6.5,6.6
audiomos2025-track2-speech-EARS_p047_emo_extasy_sentences,/your_path/EARS/p047/emo_extasy_sentences.wav,7.3,1.6,7.3,7.7
audiomos2025-track2-speech-EARS_p048_sentences_02_slow,/your_path/EARS/p048/sentences_02_slow.wav,6.8,1.8,5.4,5.7
audiomos2025-track2-speech-EARS_p049_emo_pain_freeform,/your_path/EARS/p049/emo_pain_freeform.wav,6.7,2.9,4.4,5.6
audiomos2025-track2-speech-EARS_p050_emo_desire_freeform,/your_path/EARS/p050/emo_desire_freeform.wav,6.0,1.4,5.5,5.8
audiomos2025-track2-speech-EARS_p051_emo_amazement_freeform,/your_path/EARS/p051/emo_amazement_freeform.wav,7.4,2.0,6.7,7.4
audiomos2025-track2-speech-EARS_p051_emo_pride_freeform,/your_path/EARS/p051/emo_pride_freeform.wav,7.2,1.1,6.5,7.0
audiomos2025-track2-speech-EARS_p052_sentences_10_fast,/your_path/EARS/p052/sentences_10_fast.wav,7.6,1.3,5.9,6.6
audiomos2025-track2-speech-EARS_p053_emo_contentment_sentences,/your_path/EARS/p053/emo_contentment_sentences.wav,6.5,1.3,5.4,5.7
audiomos2025-track2-speech-EARS_p054_emo_cuteness_sentences,/your_path/EARS/p054/emo_cuteness_sentences.wav,7.7,1.3,6.7,7.2
